title,installs,realInstalls,score,ratings,reviews,price,free,currency,offersIAP,genre,contentRating,containsAds,released,lastUpdatedOn
Indian Fashion: Cook & Style,"5,000,000+",6593955,4.067626,6384,1779,0,TRUE,CNY,FALSE,Simulation,Rated for 3+,TRUE,22-Sep-23,12-Mar-24
Differences - Find Difference,"10,000,000+",20559232,4.756886,174039,21480,0,TRUE,CNY,FALSE,Puzzle,Rated for 3+,TRUE,31-Aug-20,4-Mar-24
Nono Crossing Picture Nonogram,"100,000+",416891,4.6346154,7998,1739,0,TRUE,CNY,FALSE,Puzzle,Rated for 3+,TRUE,31-Mar-23,25-Mar-24
Puzzle Page - Daily Puzzles!,"1,000,000+",4843021,4.3167233,69784,18882,0,TRUE,CNY,FALSE,Puzzle,Rated for 3+,TRUE,28-Feb-18,18-Mar-24
Photo Scan App by Photomyne,"5,000,000+",6647599,4.468693,38136,12970,0,TRUE,CNY,FALSE,Photography,Rated for 3+,FALSE,29-Dec-20,19-Mar-24
Lensa: photo editor & AI art,"10,000,000+",21964394,4.25548,190051,45674,0,TRUE,CNY,FALSE,Photography,Rated for 3+,FALSE,2-Oct-19,20-Mar-24
"AI Photo Editor, Collage-Fotor","10,000,000+",32708367,4.322952,669835,211609,0,TRUE,CNY,FALSE,Photography,Rated for 3+,TRUE,29-Mar-13,18-Mar-24
VIMAGE 3D live photo animation,"10,000,000+",13315447,4.438253,181766,61865,0,TRUE,CNY,FALSE,Photography,Rated for 3+,TRUE,28-Jul-18,22-Mar-24
LockMyPix Safe Photo Vault,"10,000,000+",14443671,4.5851717,306410,131224,0,TRUE,CNY,FALSE,Photography,Rated for 3+,TRUE,14-Oct-17,20-Mar-24
SNOW - AI Profile,"100,000,000+",164544722,4.0805125,1445368,554482,0,TRUE,CNY,FALSE,Photography,Rated for 3+,FALSE,3-Nov-15,27-Feb-24
"Photo Collage Maker,Pic Editor","5,000,000+",6459922,4.358189,7140,2615,0,TRUE,CNY,FALSE,Photography,Rated for 3+,TRUE,26-Jul-23,11-Mar-24
Passport Photo Maker & Editor,"5,000,000+",5748935,4.1540227,43494,14182,0,TRUE,CNY,FALSE,Photography,Rated for 3+,TRUE,23-Nov-19,23-Feb-24
Swift Backup,"500,000+",523569,3.97,6695,603,0,TRUE,USD,TRUE,Tools,Everyone,FALSE,18-Aug-17,1-Feb-24
Ultimate Backup,"5,000+",6617,4.3421054,41,22,0,TRUE,USD,FALSE,Lifestyle,Everyone,FALSE,12-Jan-22,25-Feb-24
Autosync - File Sync & Backup,"100,000+",234281,4.47,3650,181,0,TRUE,USD,TRUE,Productivity,Everyone,FALSE,1-Apr-21,20-Mar-24
APK Backup & App Recovery,"100,000+",371313,4.372549,3227,72,0,TRUE,USD,TRUE,Libraries & Demo,Everyone,TRUE,20-Jul-18,15-Feb-24
My Backup Pro,"500,000+",574120,4.1421947,38828,13134,6.99,FALSE,USD,TRUE,Tools,Everyone,FALSE,,11-Sep-23
Apps Backup and Restore,"1,000,000+",4087813,4.1862745,19813,442,0,TRUE,USD,FALSE,Productivity,Everyone,TRUE,17-Jul-15,26-Aug-23
G Cloud Backup,"5,000,000+",7792639,4.526988,317375,73848,0,TRUE,USD,TRUE,Productivity,Everyone,TRUE,9-Jul-12,12-Oct-23
Easy Contacts Backup & Restore,"1,000,000+",3350519,4.4983163,47697,1135,0,TRUE,USD,FALSE,Productivity,Everyone,FALSE,3-Nov-14,4-Dec-23
Backup and Restore - APP,"10,000,000+",25175383,3.8276036,247137,7251,0,TRUE,USD,TRUE,Tools,Everyone,TRUE,14-Jun-11,30-Jan-24
MobiDrive Cloud Storage & Sync,"500,000+",832936,4.43,7738,233,0,TRUE,USD,TRUE,Productivity,Everyone,FALSE,28-Apr-21,5-Mar-24
Backup & Restore-Cloud Storage,"1,000,000+",1334863,4.49,3919,384,0,TRUE,USD,TRUE,Tools,Everyone,TRUE,25-Jan-17,27-Feb-23
Phone Backup,"100,000+",115770,4.090909,351,5,0,TRUE,USD,FALSE,Tools,Everyone,FALSE,10-May-20,1-Apr-22
SMS Backup & Restore,"10,000,000+",33931777,4.0550876,128618,10892,0,TRUE,USD,FALSE,Tools,Everyone,TRUE,,21-Dec-23
Autosync for Google Drive,"1,000,000+",2832986,4.650743,46034,2924,0,TRUE,USD,TRUE,Productivity,Everyone,TRUE,30-Dec-13,20-Mar-24
Titanium Backup (root needed),"10,000,000+",27591983,3.929193,368771,31576,0,TRUE,USD,FALSE,Tools,Everyone,FALSE,,24-Nov-19
EaseUS MobiSaver-Data Recovery,"10,000,000+",14063249,2.7539682,26677,661,0,TRUE,USD,TRUE,Tools,Everyone,FALSE,3-Jul-17,18-Feb-24
Backup & Restore App,"10,000+",23813,4.111111,128,2,0,TRUE,USD,FALSE,Tools,Everyone,FALSE,7-Apr-20,4-Jul-22
Google One,"1,000,000,000+",1667850507,4.2449846,573859,37575,0,TRUE,USD,TRUE,Productivity,Everyone,FALSE,24-May-18,20-Mar-24
AppDash: App Manager & Backup,"50,000+",54014,,,,0,TRUE,USD,TRUE,Tools,Everyone,FALSE,,17-Nov-23
Cloud Storage: Drive Backup,"100,000+",313106,4.5841584,7085,115,0,TRUE,USD,TRUE,Productivity,Everyone,TRUE,16-Mar-22,14-Feb-24
My Backup,"1,000,000+",3219025,4.202166,18919,2104,0,TRUE,USD,TRUE,Tools,Everyone,TRUE,,11-Sep-23
Data Restore Tool,"5,000,000,000+",8662150830,4.0959086,687970,6788,0,TRUE,USD,FALSE,Tools,Everyone,FALSE,21-Jul-21,13-Mar-24
Right Backup Anywhere,"100,000+",242620,4.4059405,1841,150,0,TRUE,USD,FALSE,Productivity,Everyone,FALSE,30-Apr-14,2-Sep-20
Microsoft OneDrive,"1,000,000,000+",3927765381,4.572507,5283666,101602,0,TRUE,USD,TRUE,Productivity,Everyone,FALSE,28-Aug-12,14-Mar-24
File Backup to PC,"1,000+",1434,4,155,23,2.49,FALSE,USD,FALSE,Tools,Everyone,FALSE,2-Jan-18,27-Feb-24
IDrive Online Backup,"1,000,000+",1940415,4.28125,14714,1194,0,TRUE,USD,TRUE,Productivity,Everyone,FALSE,7-Jun-11,28-Dec-23
Super Backup & Restore,"10,000,000+",29392292,4.2689075,181717,7693,0,TRUE,USD,TRUE,Tools,Everyone,TRUE,14-Sep-11,21-Feb-24
File Backup to PC,"10,000+",36408,3.2258065,235,18,0,TRUE,USD,FALSE,Tools,Everyone,FALSE,2-Jan-18,27-Feb-24
Huawei Backup,"1,000,000,000+",1011254465,4.2825484,182271,772,0,TRUE,USD,FALSE,Tools,Everyone,FALSE,13-Apr-16,9-Aug-20
App Backup - Easy and Fast! Su,"1,000,000+",1319049,4.2,12439,194,0,TRUE,USD,FALSE,Tools,Everyone,TRUE,2-Aug-15,28-Jan-20
Merge Studio: Fashion Makeover,"10,000,000+",11283276,4.373016,51039,201,0,TRUE,GBP,TRUE,Puzzle,PEGI 3,TRUE,7-Mar-22,19-Mar-24
Dumpster: Photo/Video Recovery,"50,000,000+",70582758,3.7853026,639583,3401,0,TRUE,GBP,TRUE,Tools,PEGI 3,TRUE,6-Sep-12,11-Feb-24
Go! Dolliz: 3D Doll Dress Up,"10,000,000+",13642478,4.68476,78739,831,0,TRUE,GBP,TRUE,Simulation,PEGI 3,TRUE,30-Mar-22,7-Mar-24
Makeover Match - Fashion Game,"1,000,000+",4610226,4.46,24987,155,0,TRUE,GBP,TRUE,Puzzle,PEGI 3,FALSE,13-Mar-23,22-Mar-24
Samsung Smart Switch Mobile,"500,000,000+",710207513,3.8473837,383812,3698,0,TRUE,GBP,FALSE,Tools,PEGI 3,FALSE,17-Apr-13,19-Feb-24
Files by Google,"1,000,000,000+",3985776204,4.5387855,7911635,18357,0,TRUE,GBP,FALSE,Tools,PEGI 3,FALSE,1-Dec-17,17-Mar-24
Degoo: 20 GB Cloud Storage,"10,000,000+",27794451,3.99375,876072,932,0,TRUE,ILS,TRUE,Productivity,PEGI 3,TRUE,17-Aug-15,31-Aug-23
Backup for Minecraft PE,"500,000+",989194,3.789606,1193,0,0,TRUE,ILS,TRUE,Tools,PEGI 3,FALSE,18-Nov-20,25-Aug-23
"SMS Backup, Print & Restore","500,000+",588822,4.3333335,11517,9,0,TRUE,ILS,TRUE,Tools,PEGI 3,TRUE,4-Jul-17,14-Mar-24
TeraBox: Cloud Storage Space,"100,000,000+",197474107,4.4728913,2606579,897,0,TRUE,CAD,TRUE,Tools,Everyone,TRUE,29-Apr-20,14-Mar-24
Princess Hair & Makeup Salon,"10,000,000+",23105753,3.798561,27839,525,0,TRUE,EGP,TRUE,Casual,Rated for 3+,TRUE,5-Sep-14,3-Oct-23
War Planet Online: MMO Game,"10,000,000+",14279646,4.224,112305,1521,0,TRUE,EGP,TRUE,Strategy,Rated for 7+,FALSE,30-Aug-17,14-Mar-24
Barbie Dreamhouse Adventures,"100,000,000+",115109287,4.024806,1064382,22765,0,TRUE,EGP,TRUE,Simulation,Rated for 3+,TRUE,11-Sep-18,29-Feb-24
Backup + Restore for apps,"1,000+",2390,0,0,0,7.99,FALSE,EGP,FALSE,Tools,Rated for 3+,FALSE,26-Jun-19,20-Mar-21
IDrive Photo Backup,"50,000+",68440,0,0,0,0,TRUE,EGP,FALSE,Productivity,Rated for 3+,FALSE,28-May-21,11-Mar-24
FolderSync,"1,000,000+",1355401,4.3244615,31186,12053,0,TRUE,CNY,FALSE,Communication,Rated for 3+,TRUE,25-May-11,16-Mar-24
Backup,"50,000+",94994,4.3627453,1026,292,0,TRUE,CNY,FALSE,Productivity,Rated for 3+,FALSE,8-Jun-15,11-Oct-18
Icedrive #Secure Cloud Storage,"100,000+",291896,4.20938,5961,3110,0,TRUE,CNY,FALSE,Productivity,Rated for 3+,FALSE,3-Jan-19,22-Feb-24
Dr.Fone: Photo & Data Recovery,"5,000,000+",8985752,2.8128078,12120,4660,0,TRUE,CNY,FALSE,Tools,Rated for 3+,FALSE,27-Jul-21,15-Jan-24
IBackup,"50,000+",80380,4.5346537,357,91,0,TRUE,CNY,FALSE,Tools,Rated for 3+,FALSE,26-Jul-12,27-Feb-24
Gotbackup,"1,000+",3544,4.757576,33,23,0,TRUE,CNY,FALSE,Business,Rated for 3+,FALSE,26-May-23,30-May-23
Backblaze,"50,000+",67417,3.34,600,336,0,TRUE,CNY,FALSE,Tools,Rated for 3+,FALSE,20-Aug-14,24-Jan-24
InfinitiKloud - Backup & Resto,"10,000+",44860,2.28,553,489,0,TRUE,CNY,FALSE,Productivity,Rated for 3+,FALSE,20-Jul-19,25-May-22
Flash Game for Mobile 2024,"100,000+",139859,3.84,1828,89,0,TRUE,USD,TRUE,Role Playing,Everyone,TRUE,7-Feb-23,22-Mar-24
Adobe Acrobat Reader: Edit PDF,"500,000,000+",763168390,4.607837,6266822,138794,0,TRUE,USD,TRUE,Productivity,Everyone,FALSE,24-May-10,13-Mar-24
Flash Game Emulator,"1,000+",3779,2.7142856,33,4,0,TRUE,USD,FALSE,Action,Everyone 10+,FALSE,5-Jul-23,28-Jan-24
Google Play Games,"5,000,000,000+",5339954088,4.247777,13118582,195222,0,TRUE,USD,FALSE,Entertainment,Teen,TRUE,24-Jul-13,12-Oct-23
"Adobe Scan: PDF Scanner, OCR","100,000,000+",149646286,4.754807,2707362,57098,0,TRUE,USD,TRUE,Business,Everyone,FALSE,31-May-17,18-Mar-24
Spider Solitaire: Card Games,"50,000,000+",50818700,4.6093736,696026,83989,0,TRUE,USD,TRUE,Card,Everyone,TRUE,15-Sep-11,5-Jan-24
Solitaire: Classic Card Games,"10,000,000+",27937263,4.7178044,264850,53913,0,TRUE,USD,FALSE,Card,Everyone,TRUE,19-Jan-18,15-Mar-24
Opera GX: Gaming Browser,"10,000,000+",25365973,4.652599,183476,5070,0,TRUE,USD,FALSE,Communication,Everyone,FALSE,14-Jun-21,7-Mar-24
Sniper 3D：Gun Shooting Games,"500,000,000+",662249016,4.51205,16587541,440027,0,TRUE,USD,TRUE,Action,Mature 17+,TRUE,13-Nov-14,19-Mar-24
Pyramid Solitaire - Card Games,"5,000,000+",7054053,4.6097145,109158,13589,0,TRUE,USD,TRUE,Card,Everyone,TRUE,8-Mar-17,13-Mar-24
Puffin Web Browser,"100,000,000+",100136876,2.3305786,881832,28028,0,TRUE,USD,TRUE,Tools,Everyone,FALSE,1-Jan-12,17-Jan-24
Board Kings: Board Dice Games,"50,000,000+",52200580,4.686648,811051,97248,0,TRUE,USD,TRUE,Board,Everyone,FALSE,8-Mar-17,21-Mar-24
Firefox Fast & Private Browser,"100,000,000+",386781103,4.5686355,5344059,230747,0,TRUE,USD,FALSE,Communication,Everyone,FALSE,21-Dec-10,22-Mar-24
Xbox Game Pass,"10,000,000+",24597338,4.5987597,420290,19224,0,TRUE,USD,FALSE,Entertainment,Teen,FALSE,20-Aug-18,29-Feb-24
"Discord: Talk, Chat & Hang Out","100,000,000+",448952749,3.1653066,5655694,288850,0,TRUE,USD,TRUE,Communication,Teen,FALSE,7-May-15,18-Mar-24
2 Player games : the Challenge,"100,000,000+",179935176,4.5532007,512327,7582,0,TRUE,USD,TRUE,Arcade,Everyone,TRUE,29-May-19,11-Mar-24
Flash Game for Mobile Lite,"1,000+",2755,0,0,0,0,TRUE,USD,FALSE,Strategy,Everyone,TRUE,9-Jan-24,7-Mar-24
Fruit Ninja®,"500,000,000+",591135513,4.426505,5534428,221611,0,TRUE,USD,TRUE,Arcade,Everyone,TRUE,20-Jul-11,19-Mar-24
Adobe Creative Cloud,"1,000,000+",4807609,4.384889,47768,1807,0,TRUE,USD,FALSE,Productivity,Everyone,FALSE,5-Oct-14,17-Jan-24
Adobe Fill & Sign,"10,000,000+",21898895,4.2712765,39739,3141,0,TRUE,USD,FALSE,Productivity,Everyone,FALSE,20-Mar-15,7-Sep-23
"Adobe Capture: Illustrator,Ps","5,000,000+",7305527,4.635374,44172,1820,0,TRUE,USD,FALSE,Art & Design,Everyone,FALSE,4-Oct-15,29-Nov-23
Adobe Photoshop Fix,"10,000,000+",23186844,3.3736842,48158,772,0,TRUE,USD,FALSE,Photography,Everyone,FALSE,2-Nov-16,24-May-21
"Adobe Photoshop Mix - Cut-out,","10,000,000+",19837857,2.926308,86789,5776,0,TRUE,USD,FALSE,Photography,Everyone,FALSE,14-Jun-15,24-May-21
Adobe Xd,"1,000,000+",1757421,4.05,11752,356,0,TRUE,USD,FALSE,Tools,Everyone,FALSE,26-Sep-16,22-Aug-23
Behance - Creative Portfolios,"10,000,000+",10610143,4.6030207,181331,1976,0,TRUE,USD,FALSE,Art & Design,Mature 17+,FALSE,20-Jun-14,18-Mar-24
Xodo PDF Reader & Editor Tool,"10,000,000+",26094329,4.4848213,449968,15074,0,TRUE,USD,TRUE,Productivity,Everyone,FALSE,20-Jan-14,15-Mar-24
Photoshop Camera Photo Filters,"1,000,000+",2696818,4.331307,16397,1316,0,TRUE,USD,FALSE,Photography,Everyone,FALSE,11-Mar-20,9-Feb-22
Adobe Connect,"500,000+",678608,3.39,767,58,0,TRUE,USD,FALSE,Communication,Everyone,FALSE,9-Sep-21,13-Mar-24
Adobe Digital Editions,"1,000,000+",3536087,1.7643678,11042,1065,0,TRUE,USD,FALSE,Books & Reference,Everyone,FALSE,28-Sep-15,20-Dec-23
"WPS Office-PDF,Word,Sheet,PPT","500,000,000+",562122157,4.564178,4997585,58766,0,TRUE,USD,TRUE,Productivity,Everyone,TRUE,21-Jul-11,25-Mar-24
Adobe Acrobat Sign,"1,000,000+",1335207,3.72,3280,252,0,TRUE,USD,FALSE,Business,Everyone,FALSE,15-Sep-14,17-Jul-23
My Talking Tom Friends,"500,000,000+",580712748,4.350859,3577305,6529,0,TRUE,GBP,TRUE,Casual,PEGI 3,TRUE,11-Jun-20,11-Mar-24
Xbox,"100,000,000+",109893667,4.4677367,1938057,20031,0,TRUE,GBP,FALSE,Entertainment,Parental guidance,FALSE,19-Nov-13,8-Mar-24
EA SPORTS FC™ Mobile Soccer,"100,000,000+",496506445,4.315363,15266831,71914,0,TRUE,GBP,TRUE,Sports,PEGI 3,FALSE,10-Oct-16,8-Jan-24
Pocket Champs: 3D Racing Games,"10,000,000+",26912201,4.3838863,634588,2362,0,TRUE,GBP,TRUE,Arcade,PEGI 3,TRUE,9-Jul-21,22-Mar-24
Subway Surfers,"1,000,000,000+",2357726656,4.5427575,41182429,395108,0,TRUE,GBP,TRUE,Arcade,PEGI 7,TRUE,20-Sep-12,18-Mar-24
PDF Reader - PDF Viewer,"10,000,000+",31398218,4.8185186,301664,1060,0,TRUE,GBP,FALSE,Productivity,PEGI 3,TRUE,23-Sep-21,8-Jan-24
Chess - Play and Learn,"50,000,000+",80994988,4.7130623,2014049,2018,0,TRUE,ILS,TRUE,Board,PEGI 3,TRUE,1-Feb-10,25-Mar-24
PUBG MOBILE,"500,000,000+",810312038,4.381224,45498500,58846,0,TRUE,ILS,TRUE,Action,PEGI 12,TRUE,19-Mar-18,10-Mar-24
Adobe Express (Beta),"50,000+",50670,,,,0,TRUE,ILS,FALSE,Art & Design,PEGI 3,FALSE,,27-Feb-24
Foxit PDF Editor,"10,000,000+",10306321,4.7,190832,256,0,TRUE,ILS,TRUE,Productivity,PEGI 3,FALSE,17-Jan-13,3-Mar-24
VistaCreate: Graphic Design,"1,000,000+",3845070,4.712329,40259,32,0,TRUE,ILS,TRUE,Art & Design,Parental guidance,FALSE,24-Oct-19,27-Feb-24
Roblox,"500,000,000+",941425408,4.4146013,38369243,209116,0,TRUE,CAD,TRUE,Adventure,Teen,FALSE,17-Jun-14,21-Mar-24
Brawlhalla,"10,000,000+",18809576,4.2870812,305153,817,0,TRUE,CAD,TRUE,Action,Everyone 10+,FALSE,4-Aug-20,20-Mar-24
Crossy Road,"100,000,000+",152793831,4.3445187,4547412,20580,0,TRUE,CAD,TRUE,Action,Everyone,TRUE,7-Jan-15,20-Mar-24
Adobe Learning Manager,"100,000+",290542,2.5,982,7,0,TRUE,CAD,FALSE,Business,Everyone,FALSE,11-Sep-15,17-Mar-24
1945 Air Force: Airplane games,"100,000,000+",233610744,4.5326,3699270,8090,0,TRUE,EGP,TRUE,Arcade,Rated for 7+,TRUE,5-Mar-19,15-Mar-24
Shadow Fight 4: Arena,"10,000,000+",49765148,4.4701004,1406427,3946,0,TRUE,EGP,TRUE,Role Playing,Rated for 12+,TRUE,3-Nov-20,1-Feb-24
Shadow of Death: Offline Games,"10,000,000+",36422507,4.6777043,501903,3774,0,TRUE,EGP,TRUE,Action,Rated for 7+,TRUE,11-Sep-17,15-Jan-24
"Brave Private Browser: AI, VPN","100,000,000+",165744774,4.70144,1781306,534444,0,TRUE,CNY,FALSE,Communication,Rated for 3+,TRUE,12-Oct-16,20-Mar-24
Yandex Games: One Stop Gateway,"10,000,000+",17716322,4.2672663,34259,12348,0,TRUE,CNY,FALSE,Casual,Rated for 3+,TRUE,21-Jun-21,13-Mar-24
Standoff 2,"100,000,000+",143712913,4.5012827,10264061,5817555,0,TRUE,CNY,FALSE,Action,Rated for 16+,TRUE,19-Jul-17,14-Mar-24
Opera browser with AI,"100,000,000+",400134962,4.5367827,4622117,1386039,0,TRUE,CNY,FALSE,Communication,Rated for 3+,TRUE,8-Nov-10,21-Mar-24
Twitch: Live Game Streaming,"100,000,000+",263792355,4.3454375,5383470,1618948,0,TRUE,CNY,FALSE,Entertainment,Rated for 12+,TRUE,20-May-15,22-Mar-24
Word Collect - Word Games Fun,"10,000,000+",34134902,4.8086185,583865,214497,0,TRUE,CNY,FALSE,Word,Rated for 3+,TRUE,16-Nov-17,21-Mar-24
Desygner: Graphic Design Maker,"5,000,000+",7802218,4.7856355,90486,27169,0,TRUE,CNY,FALSE,Art & Design,Rated for 3+,FALSE,10-Dec-15,21-Mar-24
Adobe Analytics dashboards,"10,000+",31087,3.7,158,42,0,TRUE,CNY,FALSE,Business,Rated for 3+,FALSE,19-May-20,14-Mar-24
Adobe Account Access,"1,000,000+",1315358,4.779252,16490,1700,0,TRUE,CNY,FALSE,Tools,Rated for 3+,FALSE,20-Aug-20,6-Mar-23
Tiles Hop: EDM Rush,"500,000,000+",572720260,4.179589,3282375,80857,0,TRUE,USD,TRUE,Music,Everyone 10+,TRUE,16-Jan-18,19-Mar-24
Magic Tiles 3,"500,000,000+",646197664,3.9229233,3183430,107042,0,TRUE,USD,TRUE,Music,Teen,TRUE,24-Feb-17,20-Mar-24
Drum Pad Machine - beat maker,"100,000,000+",180593754,4.4192986,1038797,58291,0,TRUE,USD,TRUE,Music & Audio,Everyone,TRUE,31-Aug-14,28-Feb-24
Groovepad - music & beat maker,"50,000,000+",96768981,4.67028,1729136,96992,0,TRUE,USD,TRUE,Music & Audio,Everyone,TRUE,2-Jul-19,1-Mar-24
Beatstar - Touch Your Music,"10,000,000+",35010201,4.554628,1024055,35402,0,TRUE,USD,TRUE,Music,Teen,TRUE,31-Aug-21,14-Mar-24
HATSUNE MIKU: COLORFUL STAGE!,"5,000,000+",5974581,4.138343,98455,6471,0,TRUE,USD,TRUE,Music,Everyone,TRUE,6-Dec-21,2-Mar-24
Guitar Band: Rock Battle,"10,000,000+",37392488,3.865894,266771,9656,0,TRUE,USD,TRUE,Music,Everyone,TRUE,27-Sep-17,18-Mar-24
Country Star: Music Game,"500,000+",948715,4.6735606,39510,2330,0,TRUE,USD,TRUE,Music,Teen,TRUE,21-Sep-23,22-Jan-24
Dancing Road: Color Ball Run!,"100,000,000+",233129466,4.072017,747947,16882,0,TRUE,USD,TRUE,Music,Everyone,TRUE,29-Oct-18,22-Mar-24
Incredibox,"500,000+",808617,4.8317413,43782,6654,4.99,FALSE,USD,FALSE,Music,Everyone,FALSE,14-Dec-17,19-Dec-23
SongPop Classic: Music Trivia,"10,000,000+",10970023,4.050786,142232,14602,0,TRUE,USD,TRUE,Music,Mature 17+,TRUE,6-Oct-15,12-Mar-24
Ensemble Stars Music,"1,000,000+",1348802,4.3155737,17796,1126,0,TRUE,USD,TRUE,Music,Teen,FALSE,12-Jun-22,14-Jan-24
D4DJ Groovy Mix,"1,000,000+",1353664,4.575,30745,1651,0,TRUE,USD,TRUE,Music,Everyone,FALSE,26-May-21,24-Mar-24
Rhythm Hive,"5,000,000+",6524385,3.2709677,286866,4230,0,TRUE,USD,TRUE,Music,Everyone,TRUE,1-Feb-21,18-Mar-24
Duet Cats: Cute Cat Game,"10,000,000+",35969792,4.438503,83819,5180,0,TRUE,USD,TRUE,Casual,Everyone,TRUE,16-Nov-22,22-Mar-24
My Singing Monsters,"50,000,000+",58393796,4.736093,2288676,249928,0,TRUE,USD,TRUE,Music,Everyone,TRUE,15-Oct-12,27-Feb-24
Arcaea,"1,000,000+",4622260,4.6518254,135321,3209,0,TRUE,USD,TRUE,Music,Teen,FALSE,8-Mar-17,18-Mar-24
Cytus II,"1,000,000+",3383563,4.0656605,134840,5471,1.99,FALSE,USD,TRUE,Music,Teen,FALSE,7-Mar-18,26-Feb-24
Piano Fire: Edm Music & Piano,"100,000,000+",195481441,4.3561645,592096,5422,0,TRUE,USD,TRUE,Music,Everyone,TRUE,18-Sep-20,20-Mar-24
DEEMO II,"1,000,000+",1159606,4.2010307,25171,568,0,TRUE,USD,TRUE,Music,Everyone,FALSE,12-Jan-22,15-Feb-24
Music Tower: Tap Tiles,"1,000,000+",1589880,4.47561,13035,374,0,TRUE,USD,TRUE,Music,Everyone,TRUE,27-May-20,27-Feb-24
Pianista,"1,000,000+",3395874,3.8,23240,1062,0,TRUE,USD,TRUE,Music,Everyone,TRUE,5-Jul-17,24-Oct-23
TAPSONIC TOP -Music Grand prix,"1,000,000+",2331793,4.1877394,41437,1156,0,TRUE,USD,TRUE,Music,Everyone,FALSE,10-Apr-18,10-Nov-21
Deemo,"5,000,000+",8298450,4.666818,559146,24697,0,TRUE,USD,TRUE,Music,Everyone,TRUE,26-Dec-13,24-Aug-23
Muse Dash,"500,000+",571904,4.357265,52893,2302,2.99,FALSE,USD,TRUE,Music,Teen,FALSE,15-Jun-18,26-Feb-24
Lanota - Music game with story,"1,000,000+",1529066,4.464684,36625,1043,0,TRUE,USD,TRUE,Music,Everyone,TRUE,23-Aug-16,22-Mar-24
Rotaeno,"100,000+",125141,4.48,4427,170,1.99,FALSE,USD,TRUE,Music,Everyone,FALSE,29-May-22,6-Mar-24
RhythmStar: Music Adventure,"500,000+",786689,4.2447915,26237,742,0,TRUE,USD,TRUE,Music,Everyone 10+,TRUE,29-Mar-18,5-Feb-24
Big Ear: Learn & Make Music,"10,000+",23765,4.304348,72,10,0,TRUE,USD,TRUE,Education,Everyone,FALSE,10-May-19,27-Nov-23
Just Dance Now,"50,000,000+",55738713,3.867984,1150014,43369,0,TRUE,USD,TRUE,Music,Everyone,FALSE,24-Sep-14,26-Feb-24
Audiomack: Music Downloader,"100,000,000+",100912749,4.750438,4428822,183804,0,TRUE,USD,TRUE,Music & Audio,Teen,TRUE,8-Jan-15,19-Mar-24
Pandora - Music & Podcasts,"100,000,000+",296731597,4.01038,3403874,862314,0,TRUE,USD,TRUE,Music & Audio,Teen,TRUE,,21-Mar-24
SoundCloud: Play Music & Songs,"100,000,000+",389123747,4.682103,6779614,380720,0,TRUE,USD,TRUE,Music & Audio,Teen,TRUE,21-Dec-10,21-Mar-24
Music Player - MP3 Player,"100,000,000+",112912850,4.6405854,1998596,43502,0,TRUE,USD,TRUE,Music & Audio,Everyone,TRUE,14-Apr-16,21-Mar-24
Apple Music,"100,000,000+",124602314,3.7310863,571998,49057,0,TRUE,USD,TRUE,Music & Audio,Teen,FALSE,10-Nov-15,16-Jan-24
Samsung Music,"1,000,000,000+",1066891638,3.802229,773685,20986,0,TRUE,USD,FALSE,Music & Audio,Teen,TRUE,17-Feb-16,5-Nov-23
"iHeart: Music, Radio, Podcasts","50,000,000+",92236549,4.577159,2333184,688124,0,TRUE,USD,TRUE,Music & Audio,Teen,TRUE,,21-Mar-24
Amazon Music: Songs & Podcasts,"100,000,000+",310487961,3.2257817,3088995,469403,0,TRUE,USD,TRUE,Music & Audio,Teen,FALSE,,11-Mar-24
"TREBEL: Music, MP3 & Podcasts","50,000,000+",68411925,4.7761497,1303516,69997,0,TRUE,USD,TRUE,Music & Audio,Teen,TRUE,2-Dec-16,25-Mar-24
Shazam: Find Music & Concerts,"500,000,000+",713767422,4.820284,9863695,156198,0,TRUE,USD,FALSE,Music & Audio,Teen,FALSE,,22-Mar-24
Music Player & MP3 Player,"100,000,000+",185802983,4.7793703,3458298,42686,0,TRUE,USD,TRUE,Music & Audio,Everyone,TRUE,9-Jun-17,13-Mar-24
StarMaker: Sing Karaoke Songs,"100,000,000+",439784222,4.3564744,3570297,37009,0,TRUE,USD,TRUE,Music & Audio,Teen,TRUE,11-Nov-13,14-Mar-24
Music Player & MP3:Lark Player,"100,000,000+",367891863,4.510116,3779532,24702,0,TRUE,USD,TRUE,Music & Audio,Everyone,TRUE,24-Jun-16,20-Mar-24
BandLab – Music Making Studio,"50,000,000+",76302575,4.785154,455675,41166,0,TRUE,USD,TRUE,Music & Audio,Teen,TRUE,8-Jun-15,21-Mar-24
Deezer: Music & Podcast Player,"100,000,000+",345375257,4.318612,3334627,51112,0,TRUE,USD,TRUE,Music & Audio,Teen,TRUE,,19-Mar-24
"TIDAL Music: HiFi, Playlists","10,000,000+",30267135,4.1591873,335296,57593,0,TRUE,USD,TRUE,Music & Audio,Teen,FALSE,28-Oct-14,16-Mar-24
Offline Music Player: Play MP3,"10,000,000+",21702487,4.5959716,192695,2578,0,TRUE,USD,TRUE,Music & Audio,Teen,TRUE,29-Dec-21,8-Mar-24
"SiriusXM: Music, Sports & News","10,000,000+",28830113,4.5922446,1064410,173167,0,TRUE,USD,TRUE,Music & Audio,Teen,FALSE,21-Dec-10,19-Mar-24
